Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:1xKQbqQtQWrtQS47fUJBtl,72c7f0be9dc54cd0a6a098c965a6d381,2024-08-02T15:50:50Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2HHtWyy5CgaQbC7XSoOb0e,72c7f0be9dc54cd0a6a098c965a6d381,2024-08-02T15:50:50Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3bnVBN67NBEzedqQuWrpP4,72c7f0be9dc54cd0a6a098c965a6d381,2024-08-02T15:50:50Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:18oWEPapjNt32E6sCM6VLb,72c7f0be9dc54cd0a6a098c965a6d381,2024-08-02T15:50:50Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,72c7f0be9dc54cd0a6a098c965a6d381,2024-08-02T15:50:50Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1SAkL1mYNJlaqnBQxVZrRl,72c7f0be9dc54cd0a6a098c965a6d381,2024-08-02T15:50:50Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4tk347oICCDJExiWHndadC,72c7f0be9dc54cd0a6a098c965a6d381,2024-08-02T15:50:50Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4UvKW3IobGX0x49ChYnktq,72c7f0be9dc54cd0a6a098c965a6d381,2024-08-02T15:50:50Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5j0lOTApmBNqzla39WVMjR,72c7f0be9dc54cd0a6a098c965a6d381,2024-08-02T15:50:50Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5lYX9tp6KxYwPfnNGZpEE6,72c7f0be9dc54cd0a6a098c965a6d381,2024-08-02T15:50:50Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:11VwZwNF29HrqwalYUMitb,46d1eaa4322e47b988ecbd1c48d71c85,2024-08-02T17:07:16Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:18oWEPapjNt32E6sCM6VLb,46d1eaa4322e47b988ecbd1c48d71c85,2024-08-02T17:07:16Z,2,love this song,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1VVnl18TqzwUXsudGCpiNL,46d1eaa4322e47b988ecbd1c48d71c85,2024-08-02T17:07:16Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2HHtWyy5CgaQbC7XSoOb0e,46d1eaa4322e47b988ecbd1c48d71c85,2024-08-02T17:07:16Z,1,Gotta give a point purely because there is an LSU football 3rd down dance that goes along to this song. Fall is near...Geaux Tigers!,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,46d1eaa4322e47b988ecbd1c48d71c85,2024-08-02T17:07:16Z,0,"I love Shaki & thought about submitting another one of her songs (Eyes Like Yours), but the radio killed this song for me",3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,46d1eaa4322e47b988ecbd1c48d71c85,2024-08-02T17:07:16Z,2,"these are my girls, <3 early 2000s era",3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5lYX9tp6KxYwPfnNGZpEE6,46d1eaa4322e47b988ecbd1c48d71c85,2024-08-02T17:07:16Z,3,culo! creative choice,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0rUIff1QHd5zlOBtlHVqd9,4a17568c50d542268ca89790d7616686,2024-08-02T19:36:56Z,2,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0Wl2RALqRacaIJhnlRHK8J,4a17568c50d542268ca89790d7616686,2024-08-02T19:36:56Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1VVnl18TqzwUXsudGCpiNL,4a17568c50d542268ca89790d7616686,2024-08-02T19:36:56Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:26nKaeICWQGG1EC3cTGliE,4a17568c50d542268ca89790d7616686,2024-08-02T19:36:56Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2MvvoeRt8NcOXWESkxWn3g,4a17568c50d542268ca89790d7616686,2024-08-02T19:36:56Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,4a17568c50d542268ca89790d7616686,2024-08-02T19:36:56Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,4a17568c50d542268ca89790d7616686,2024-08-02T19:36:56Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4Z1t1aMRif8ES212kTN8H2,4a17568c50d542268ca89790d7616686,2024-08-02T19:36:56Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5g7rJvWYVrloJZwKiShqlS,4a17568c50d542268ca89790d7616686,2024-08-02T19:36:56Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0rUIff1QHd5zlOBtlHVqd9,3bca108fedc34d2ebd6210e48c9d3201,2024-08-02T20:47:32Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:11VwZwNF29HrqwalYUMitb,3bca108fedc34d2ebd6210e48c9d3201,2024-08-02T20:47:32Z,-1,Sorry,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1SAkL1mYNJlaqnBQxVZrRl,3bca108fedc34d2ebd6210e48c9d3201,2024-08-02T20:47:32Z,1,I know every word to this song. Not sure I should be proud of that but I am ,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1VVnl18TqzwUXsudGCpiNL,3bca108fedc34d2ebd6210e48c9d3201,2024-08-02T20:47:32Z,0,I'm sure this was really cool in the movie.... ,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2HHtWyy5CgaQbC7XSoOb0e,3bca108fedc34d2ebd6210e48c9d3201,2024-08-02T20:47:32Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,3bca108fedc34d2ebd6210e48c9d3201,2024-08-02T20:47:32Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,3bca108fedc34d2ebd6210e48c9d3201,2024-08-02T20:47:32Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4tk347oICCDJExiWHndadC,3bca108fedc34d2ebd6210e48c9d3201,2024-08-02T20:47:32Z,1,Immediately reminded me of All Time Low and transported me back to 2007.,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4UvKW3IobGX0x49ChYnktq,3bca108fedc34d2ebd6210e48c9d3201,2024-08-02T20:47:32Z,-1,Sorry,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4Z1t1aMRif8ES212kTN8H2,3bca108fedc34d2ebd6210e48c9d3201,2024-08-02T20:47:32Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5lYX9tp6KxYwPfnNGZpEE6,3bca108fedc34d2ebd6210e48c9d3201,2024-08-02T20:47:32Z,1,"This sounds sooooo similar to Move Ya Body by Nina Sky. But also, classic Pitbull. ",3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4UvKW3IobGX0x49ChYnktq,a8879ab391724dbb95aa5ab5c76a84d4,2024-08-03T20:25:43Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0Wl2RALqRacaIJhnlRHK8J,a8879ab391724dbb95aa5ab5c76a84d4,2024-08-03T20:25:43Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:11VwZwNF29HrqwalYUMitb,a8879ab391724dbb95aa5ab5c76a84d4,2024-08-03T20:25:43Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,a8879ab391724dbb95aa5ab5c76a84d4,2024-08-03T20:25:43Z,2,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,a8879ab391724dbb95aa5ab5c76a84d4,2024-08-03T20:25:43Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4tk347oICCDJExiWHndadC,a8879ab391724dbb95aa5ab5c76a84d4,2024-08-03T20:25:43Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4Z1t1aMRif8ES212kTN8H2,a8879ab391724dbb95aa5ab5c76a84d4,2024-08-03T20:25:43Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5lYX9tp6KxYwPfnNGZpEE6,a8879ab391724dbb95aa5ab5c76a84d4,2024-08-03T20:25:43Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:6t69YVVATCI1RDYbvRBVCT,a8879ab391724dbb95aa5ab5c76a84d4,2024-08-03T20:25:43Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:11VwZwNF29HrqwalYUMitb,03d405416c34453693da631776bf513f,2024-08-03T21:03:51Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:18oWEPapjNt32E6sCM6VLb,03d405416c34453693da631776bf513f,2024-08-03T21:03:51Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1SAkL1mYNJlaqnBQxVZrRl,03d405416c34453693da631776bf513f,2024-08-03T21:03:51Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1VVnl18TqzwUXsudGCpiNL,03d405416c34453693da631776bf513f,2024-08-03T21:03:51Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1xKQbqQtQWrtQS47fUJBtl,03d405416c34453693da631776bf513f,2024-08-03T21:03:51Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:26nKaeICWQGG1EC3cTGliE,03d405416c34453693da631776bf513f,2024-08-03T21:03:51Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2MvvoeRt8NcOXWESkxWn3g,03d405416c34453693da631776bf513f,2024-08-03T21:03:51Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3bnVBN67NBEzedqQuWrpP4,03d405416c34453693da631776bf513f,2024-08-03T21:03:51Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4Z1t1aMRif8ES212kTN8H2,03d405416c34453693da631776bf513f,2024-08-03T21:03:51Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5g7rJvWYVrloJZwKiShqlS,03d405416c34453693da631776bf513f,2024-08-03T21:03:51Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:18oWEPapjNt32E6sCM6VLb,e4cf51d9d4e147d3b7e0c929273cb2e8,2024-08-03T23:23:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1VVnl18TqzwUXsudGCpiNL,e4cf51d9d4e147d3b7e0c929273cb2e8,2024-08-03T23:23:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:26nKaeICWQGG1EC3cTGliE,e4cf51d9d4e147d3b7e0c929273cb2e8,2024-08-03T23:23:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2HHtWyy5CgaQbC7XSoOb0e,e4cf51d9d4e147d3b7e0c929273cb2e8,2024-08-03T23:23:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3bnVBN67NBEzedqQuWrpP4,e4cf51d9d4e147d3b7e0c929273cb2e8,2024-08-03T23:23:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,e4cf51d9d4e147d3b7e0c929273cb2e8,2024-08-03T23:23:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5g7rJvWYVrloJZwKiShqlS,e4cf51d9d4e147d3b7e0c929273cb2e8,2024-08-03T23:23:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5j0lOTApmBNqzla39WVMjR,e4cf51d9d4e147d3b7e0c929273cb2e8,2024-08-03T23:23:58Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5lYX9tp6KxYwPfnNGZpEE6,e4cf51d9d4e147d3b7e0c929273cb2e8,2024-08-03T23:23:58Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:6t69YVVATCI1RDYbvRBVCT,e4cf51d9d4e147d3b7e0c929273cb2e8,2024-08-03T23:23:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0Wl2RALqRacaIJhnlRHK8J,5b72d623300d475ead9ed3cb79ac7d51,2024-08-04T16:52:11Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:11VwZwNF29HrqwalYUMitb,5b72d623300d475ead9ed3cb79ac7d51,2024-08-04T16:52:11Z,3,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1xKQbqQtQWrtQS47fUJBtl,5b72d623300d475ead9ed3cb79ac7d51,2024-08-04T16:52:11Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:26nKaeICWQGG1EC3cTGliE,5b72d623300d475ead9ed3cb79ac7d51,2024-08-04T16:52:11Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,5b72d623300d475ead9ed3cb79ac7d51,2024-08-04T16:52:11Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5j0lOTApmBNqzla39WVMjR,5b72d623300d475ead9ed3cb79ac7d51,2024-08-04T16:52:11Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5lYX9tp6KxYwPfnNGZpEE6,5b72d623300d475ead9ed3cb79ac7d51,2024-08-04T16:52:11Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:6t69YVVATCI1RDYbvRBVCT,5b72d623300d475ead9ed3cb79ac7d51,2024-08-04T16:52:11Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:18oWEPapjNt32E6sCM6VLb,dc0d94f165a4444f94bd8d10f25ee408,2024-08-05T13:34:48Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1SAkL1mYNJlaqnBQxVZrRl,dc0d94f165a4444f94bd8d10f25ee408,2024-08-05T13:34:48Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1VVnl18TqzwUXsudGCpiNL,dc0d94f165a4444f94bd8d10f25ee408,2024-08-05T13:34:48Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2HHtWyy5CgaQbC7XSoOb0e,dc0d94f165a4444f94bd8d10f25ee408,2024-08-05T13:34:48Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2MvvoeRt8NcOXWESkxWn3g,dc0d94f165a4444f94bd8d10f25ee408,2024-08-05T13:34:48Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3bnVBN67NBEzedqQuWrpP4,dc0d94f165a4444f94bd8d10f25ee408,2024-08-05T13:34:48Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,dc0d94f165a4444f94bd8d10f25ee408,2024-08-05T13:34:48Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,dc0d94f165a4444f94bd8d10f25ee408,2024-08-05T13:34:48Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4tk347oICCDJExiWHndadC,dc0d94f165a4444f94bd8d10f25ee408,2024-08-05T13:34:48Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5lYX9tp6KxYwPfnNGZpEE6,dc0d94f165a4444f94bd8d10f25ee408,2024-08-05T13:34:48Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,4e270072352b4d048de7939e681498fc,2024-08-05T14:07:31Z,2,yes,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0Wl2RALqRacaIJhnlRHK8J,4e270072352b4d048de7939e681498fc,2024-08-05T14:07:31Z,2,love turnover,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1SAkL1mYNJlaqnBQxVZrRl,4e270072352b4d048de7939e681498fc,2024-08-05T14:07:31Z,2,yes,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2HHtWyy5CgaQbC7XSoOb0e,4e270072352b4d048de7939e681498fc,2024-08-05T14:07:31Z,-2,too basic,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,4e270072352b4d048de7939e681498fc,2024-08-05T14:07:31Z,1,ok +1 but too basic of shakira song,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4tk347oICCDJExiWHndadC,4e270072352b4d048de7939e681498fc,2024-08-05T14:07:31Z,1,college rock? um.....i was 9,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5lYX9tp6KxYwPfnNGZpEE6,4e270072352b4d048de7939e681498fc,2024-08-05T14:07:31Z,0,good choice,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0Wl2RALqRacaIJhnlRHK8J,92b718c5a4674b6c92ad19ccf744c059,2024-08-05T14:44:16Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1SAkL1mYNJlaqnBQxVZrRl,92b718c5a4674b6c92ad19ccf744c059,2024-08-05T14:44:16Z,4,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,92b718c5a4674b6c92ad19ccf744c059,2024-08-05T14:44:16Z,2,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,92b718c5a4674b6c92ad19ccf744c059,2024-08-05T14:44:16Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4tk347oICCDJExiWHndadC,92b718c5a4674b6c92ad19ccf744c059,2024-08-05T14:44:16Z,0,It's been stuck in my head all week,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4Z1t1aMRif8ES212kTN8H2,92b718c5a4674b6c92ad19ccf744c059,2024-08-05T14:44:16Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5j0lOTApmBNqzla39WVMjR,92b718c5a4674b6c92ad19ccf744c059,2024-08-05T14:44:16Z,0,This was fun! Dana and I were wondering if it was going to be kazoo only hahahaha,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5lYX9tp6KxYwPfnNGZpEE6,92b718c5a4674b6c92ad19ccf744c059,2024-08-05T14:44:16Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0rUIff1QHd5zlOBtlHVqd9,77f393c1d26644f78db30071ef04eb77,2024-08-05T14:58:25Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:18oWEPapjNt32E6sCM6VLb,77f393c1d26644f78db30071ef04eb77,2024-08-05T14:58:25Z,2,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1VVnl18TqzwUXsudGCpiNL,77f393c1d26644f78db30071ef04eb77,2024-08-05T14:58:25Z,1,"Vote mostly because this movie is amazing, soundtrack included.",3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1xKQbqQtQWrtQS47fUJBtl,77f393c1d26644f78db30071ef04eb77,2024-08-05T14:58:25Z,1,Hard not to sing along with this one.,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2HHtWyy5CgaQbC7XSoOb0e,77f393c1d26644f78db30071ef04eb77,2024-08-05T14:58:25Z,-1,Overrated and overplayed.,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,77f393c1d26644f78db30071ef04eb77,2024-08-05T14:58:25Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4tk347oICCDJExiWHndadC,77f393c1d26644f78db30071ef04eb77,2024-08-05T14:58:25Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4UvKW3IobGX0x49ChYnktq,77f393c1d26644f78db30071ef04eb77,2024-08-05T14:58:25Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5g7rJvWYVrloJZwKiShqlS,77f393c1d26644f78db30071ef04eb77,2024-08-05T14:58:25Z,1,*I GUESS* meme. Song too good to downvote anyway.,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0rUIff1QHd5zlOBtlHVqd9,16d34c2026fc46aabf62e14ade6ff3f6,2024-08-05T15:10:22Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0Wl2RALqRacaIJhnlRHK8J,16d34c2026fc46aabf62e14ade6ff3f6,2024-08-05T15:10:22Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:18oWEPapjNt32E6sCM6VLb,16d34c2026fc46aabf62e14ade6ff3f6,2024-08-05T15:10:22Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:26nKaeICWQGG1EC3cTGliE,16d34c2026fc46aabf62e14ade6ff3f6,2024-08-05T15:10:22Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2HHtWyy5CgaQbC7XSoOb0e,16d34c2026fc46aabf62e14ade6ff3f6,2024-08-05T15:10:22Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4Z1t1aMRif8ES212kTN8H2,16d34c2026fc46aabf62e14ade6ff3f6,2024-08-05T15:10:22Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5g7rJvWYVrloJZwKiShqlS,16d34c2026fc46aabf62e14ade6ff3f6,2024-08-05T15:10:22Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5lYX9tp6KxYwPfnNGZpEE6,16d34c2026fc46aabf62e14ade6ff3f6,2024-08-05T15:10:22Z,-2,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:7qKSeac9T8xY4Pihg5LSCv,16d34c2026fc46aabf62e14ade6ff3f6,2024-08-05T15:10:22Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1SAkL1mYNJlaqnBQxVZrRl,28821953967848a8b03648a5be0926e5,2024-08-05T15:23:56Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1xKQbqQtQWrtQS47fUJBtl,28821953967848a8b03648a5be0926e5,2024-08-05T15:23:56Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2MvvoeRt8NcOXWESkxWn3g,28821953967848a8b03648a5be0926e5,2024-08-05T15:23:56Z,2,I considered submitting this. song that doesn't get old imo,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,28821953967848a8b03648a5be0926e5,2024-08-05T15:23:56Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4tk347oICCDJExiWHndadC,28821953967848a8b03648a5be0926e5,2024-08-05T15:23:56Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5g7rJvWYVrloJZwKiShqlS,28821953967848a8b03648a5be0926e5,2024-08-05T15:23:56Z,-1,I just can't get into of monsters & men sorry,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:5j0lOTApmBNqzla39WVMjR,28821953967848a8b03648a5be0926e5,2024-08-05T15:23:56Z,1,+1 for kazooing ,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:6t69YVVATCI1RDYbvRBVCT,28821953967848a8b03648a5be0926e5,2024-08-05T15:23:56Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:7qKSeac9T8xY4Pihg5LSCv,28821953967848a8b03648a5be0926e5,2024-08-05T15:23:56Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0rUIff1QHd5zlOBtlHVqd9,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,0,here's an unofficial +1 because I like this song but am tragically out of likes :(,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0Wl2RALqRacaIJhnlRHK8J,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,1,Curious to know if the person who submitted this is also a fan of Real Estate! They have a similar sound.,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:18oWEPapjNt32E6sCM6VLb,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,1,long live indie sleaze <3 ,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1SAkL1mYNJlaqnBQxVZrRl,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1xKQbqQtQWrtQS47fUJBtl,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:26nKaeICWQGG1EC3cTGliE,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3bnVBN67NBEzedqQuWrpP4,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,0,here's an unofficial +1 because I like this song but am tragically out of likes :(,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:41nT1Sp6ChR65FbsdLlFHW,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4tk347oICCDJExiWHndadC,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:4Z1t1aMRif8ES212kTN8H2,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,0,had a visceral flashback to college listening to this one ,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:6t69YVVATCI1RDYbvRBVCT,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,1,"love this - adding it to my ""Jazz Hands"" playlist ",3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:7qKSeac9T8xY4Pihg5LSCv,bfde1629e5174de9a529750bf2a3f2ed,2024-08-05T15:25:58Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:0rUIff1QHd5zlOBtlHVqd9,c079d8ee316248a78ca6ca4b9ca75710,2024-08-05T19:41:30Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:11VwZwNF29HrqwalYUMitb,c079d8ee316248a78ca6ca4b9ca75710,2024-08-05T19:41:30Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1SAkL1mYNJlaqnBQxVZrRl,c079d8ee316248a78ca6ca4b9ca75710,2024-08-05T19:41:30Z,-1,,3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:1xKQbqQtQWrtQS47fUJBtl,c079d8ee316248a78ca6ca4b9ca75710,2024-08-05T19:41:30Z,0,"I told myself I'd put my points to things with references other than ""heart"" first. That said this is a great song.",3deaf9e02e4c4d1b86c0edbc17f55666
spotify:track:2HHtWyy5CgaQbC7XSoOb0e,c079d8ee316248a78ca6ca4b9ca75710,2024-08-05T19:41:30Z,1,,3deaf9e02e4c4d1b86c0edbc17f55666
